구분,상호,업종,소재지,주소,전화번호,할인내용
1511,농업회사법인 달꽃농원,농산물 가공 체험,음성군,충청북도 음성군 감곡면 음성로 2568번길 110-13,,농산물 10% 할인 체험교육 무료
1512,농협 한삼인,홍삼,음성군,충청북도 음성군 음성읍 수정로 32,043-873-6262,이용금액의 3% 할인
1513,눈애편안 안경원,안경점,음성군,충청북도 음성군 음성읍 수정로 45,043-872-9003,이용금액의 5% 할인
1514,늘닭,음식점,음성군,충청북도 음성군 맹동면 두성리 1098,043-877-3345,이용금액의 3% 할인
1515,다듬이 세탁소,세탁소,음성군,충청북도 음성군 음성읍 읍내리 중앙로 120-1,043-872-8114,세탁비의 5% 할인
1516,다마내가든,음식업,음성군,충청북도 음성군 삼성면 금일로1135번길 69,043-883-0477,삼계탕닭도리탕 10%할인
1517,다복성,일반음식점,음성군,충청북도 음성군 생극면 음성로 1942,043-882-9088,음식값 5%할인
1518,달빛맥주,음식점,음성군,맹동면 대하2길 17,043-883-7800,3%할인
1519,담아보기 한식뷔페,일반음식점,음성군,충청북도 음성군 금왕읍 무극로 88,043-877-5018,음식값의 5%할인
1520,대동정육점식당,음식업,음성군,충청북도 음성군 금왕읍 덕금로 995,043-878-0128,판매액의 5% 할인
1521,대림식당,일반음식점,음성군,충청북도  음성읍 용광로 28,043-873-3652,판매금액의 2% 할인
1522,대박순대,음식점(한식),음성군,충청북도 음성군 대소면 오태로 79-7,043-881-8379,음식값 3% 할인
1523,대박숯불갈비,일반음식점,음성군,충청북도 음성군 삼성면 덕정로30번길 17,043-883-8123,다자녀(셋째이상) 5%할인
1524,대소 그집 쭈꾸미,일반음식점,음성군,충청북도 음성군 대소면 오산로 58,043-878-2463,공깃밥 1개 무료
1525,대소 닭갈비,음식점(한식),음성군,충청북도 음성군 대소면 오태로 99번길 6,043-877-1794,음식값 3% 할인
1526,대소 민들레꽃 화원,꽃집,음성군,충청북도 음성군 대소면 오태로 153,043-877-3430,이용료 5% 할인
1527,대소 뼈다귀해장국,음식점,음성군,충청북도 음성군 대소면 오태로 126,043-877-3430,공기밥 1개 무료
1528,대식가,일반음식점,음성군,충청북도 음성군 생극면 오신로 593 ,043-878-5468,음식값 5% 할인
1529,대청마루,일반음식점,음성군,충청북도 음성군 맹동면 덕금로 423,043-877-3466,음식값 3%할인
1530,더 샘,화장품,음성군,충청북도 음성군 맹동면 대하1길 10,043-750-8745,이용 금액 3% 할인
1531,덕일어린이집,어린이집,음성군,충청북도 음성군 감곡면 음성로 2650-22,043-882-4466,두 자녀 입학시 10% 할인 
1532,도야지랑국수,음식업,음성군,충청북도 음성군 금왕읍 탑골1길 5,043-877-0700,음식값 3%할인
1533,도야지잡는날,음식업,음성군,충청북도 음성군 대소면 오산리 101-4,043-882-5388,아이사랑 보너스카드 지참시음식값의 2% 할인
1534,동성어린이집,어린이집,음성군,충청북도 음성군 맹동면 학예로 62,043-883-5332,입학금 10% 할인
1535,돼지살류,음식업,음성군,충청북도 음성군 금왕읍 탑골7길 9,043-883-9279,판매액의 5% 할인
1536,돼지와오리마을,음식업,음성군,충청북도 음성군 맹동면 대동로 407,043-878-7757,백반주문시 1000원할인
1537,드림디포,사무용품,음성군,충청북도 음성군 대소면 오태로 91-1,043-882-6375,물건값 3%할인
1538,들안집,음식점,음성군,충청북도 음성군 원남면 실천로 25-4,070-8901-4681,구매금액의 5%할인
1539,등대횟집,일반음식점,음성군,충청북도 음성군 대소면 대금로 554,,음식값의 3% 할인
1540,땅끝해물 칼국수,한식,음성군,충청북도 음성군 금왕읍 탑골2길 6,043-881-0091,판매액의 5% 할인
1541,또래오래 금왕점,일반음식점,음성군,충청북도 음성군 금왕읍 무극로 260,043-882-8292,판매금액의 2% 할인
1542,또봐유식당,음식업,음성군,충청북도 음성군 금왕읍 무극로308번길 6-1,043-877-1991,판매액의 5% 할인
1543,뚜레주르 음성점,제과점,음성군,충청북도 음성군  음성읍 수정로 85-1,043-872-0430,이용금액의 3% 할인
1544,뚜레쥬르,제과점,음성군,충청북도 음성군 금왕읍 금석로 86 ,043-878-1454,빵값 3%할인
1545,뚝심,음식점,음성군,충청북도 음성군 생극면 음성로 1614-8,043-877-2280,음식값 10% 할인
1546,뜰안채,한식,음성군,충청북도 음성군 금왕읍 대금로 1883-19,043-878-5967,판매금액의 5%할인
1547,로엠,의류판매점,음성군,충청북도 음성군 금왕읍 응천동길 56,043-877-3661,이용금액의 10%할인
1548,류가네해물칼국수,일반음식점,음성군,충청북도 음성군 대소면 대화길 30-14,043-882-8455,음식값 5% 할인
1549,리코커피,휴게음식점,음성군,충청북도 음성군 감곡면 음성로 2486,,1만원 결제시 500원 할인2만원 결제시 1000원 할인
1550,마산아구찜,일반음식점,음성군,충청북도 음성군 음성읍 천서길 143,043-872-3401,이용금액의 1%할인
1551,만두나라 김밥마을,음식점(분식),음성군,충청북도 음성군 대소면 오태로 82,043-882-8200,음식값 3% 할인
1552,만성식당,일반음식점,음성군,충청북도 음성군 대소면 대금로 904,,이용금액의 10%할인
1553,맛나추어탕,일반음식점,음성군,충청북도 음성군 감곡면 장감로 183,043-881-6988,음식값 1000원 할인
1554,맛디아,음식점,음성군,충청북도 음성군 음성읍 수정로 39,043-872-4942,음료수 1병 제공
1555,맛봉뼈다귀해장국,음식,음성군,충청북도 음성군 삼성면 양덕리 417-14,043-878-1253,뼈해장국 1000원 할인
1556,매일 공인중개사사무소,부동산중개업,음성군,감곡면 음성로2307번길 20-2,043-883-8850,중개수수료 1만원 할인
1557,맹동소머리국밥,소머리국밥,음성군,충청북도 음성군 맹동면 쌍정리 130,043-878-9290,음식값의 5% 할인
1558,맹동손칼국수,한식,음성군,충청북도 음성군 맹동면 덕금로 409번길 13-3,043-878-0887,음식값의 5% 할인
1559,맹동어린이집,어린이집,음성군,충청북도 음성군 맹동면 대동로 26 102동 1층(휴먼시아@),043-882-6100,특별활동 5% 할인
1560,맹동지관광농원,일반음식점,음성군,충청북도 음성군 맹동면 군자길 223,043-881-1385,음식값의 3%할인
1561,머털도사 미용실,미용업,음성군,충청북도 음성군 대소면 오산로 76-1,043-883-2714,파마시 앞머리 컷 무료
1562,먹거리식당,음식점,음성군,충청북도 음성군 생극면 음성로 1642,043-877-0684,음료수 서비스
1563,메밀사랑 묵사랑,음식점,음성군,충청북도 음성군 맹동면 산학로 35 107호,043-878-9998,음식값의 5%할인
1564,명가온설렁탕,일반음식점,음성군,충청북도 음성군 금왕읍 무극로 256,043-883-0113,판매금액의 2% 할인
1565,명인김밥만두,분식,음성군,충청북도 음성군 금왕읍 무극로 214,043-881-1007,판매금액의 5%할인
1566,명품관 옛날손자장,중식,음성군,충청북도 음성군 맹동면 덕금로 263,043-878-8893,음식값의 5% 할인
1567,모빈관,음식업,음성군,충청북도 음성군 생극면 음성로 1647,043-877-4835,음식값 10%할인
1568,묘미식당,일반음식점,음성군,충청북도 음성군 원남면 보천로 80-6,043-872-0597,음식값의 5% 할인
1569,무극 삼성전자랜드,가전,음성군,충청북도 음성군 금왕읍 응천동길4번길 27,043-877-0020,판매액의 5% 할인
1570,무너미밥집,음식점,음성군,충청북도 음성군 음성읍 예술로 82,043-873-5295,방문시 10% 할인
1571,무봉리 순대국,일반음식점,음성군,충청북도 음성군 대소면 태생리 76-2,043-882-2885,음식값의 3% 할인
1572,무수막,음식점,음성군,충청북도 음성군 음성읍 음성로 418-1,,방문시 10% 할인
1573,무영 돌솥밥,일반음식점,음성군,충청북도 음성군 금왕읍 무극로 285번길 5번지,043-877-0700,음식값의 3%할인
1574,무지개어린이집,어린이집,음성군,충청북도 음성군 음성읍 거리내길 12,043-872-6688,1. 둘째아동 입학금 30% 면제    셋째아동 입학금 50% 면제2. 둘째자녀부터 교재비 10000원 할인
1575,미가촌&백세건강원,일반음식점,음성군,충청북도 음성군 대소면 대화3길 15-10 ,043-881-5993,음식값 3% 할인
1576,미락,음식점,음성군,충청북도 음성군 대소면 대금로 502,043-877-1002,음식값의 3% 할인
1577,미락원,음식업,음성군,충청북도 음성군  감곡면 가곡로 9 ,043-882-2117, 둘째아에 한해 자장면800원할인
1578,밀어밀어칼국수,음식업,음성군,충청북도 음성군 음성읍 수봉동길3번길 6-8,043-873-5085,이용금액의 3% 할인
1579,박가네부대찌개,음식점,음성군,맹동면 장성1길 12,043-881-0135,음료 및 라면서비스
1580,박가부대,음식업,음성군,충청북도 음성군 대소면 오산로 62-8,043-881-0038,다자녀 보너스 카드 제시할 때음식값 3% 할인
1581,반석에너지,LPG,음성군,충청북도 음성군 삼성면 천평리 457-3,043-878-5388,LPG 20Kg : 1000원 할인
1582,반약국,약국,음성군,충청북도 음성군 음성읍 수정로 27,043-872-9182,이용금액의 2%할인
1583,밥대장,일반음식점,음성군,충청북도 음성군 금왕읍 탑골1길 2,043-882-8745,음식값의 2%할인
1584,밥대장,음식점,음성군,충청북도 음성군 금왕읍 탑골1길 2,043-882-8745,음료수 제공
1585,백두대간,일반음식점,음성군,충청북도 음성군 삼성면 덕정로 90-1,043-882-9955,음식값 10%할인
1586,버드나무집,음식업,음성군,충청북도 음성군 금왕읍 대금로 1883-29,043-883-9785,판매금액의 5%할인
1587,벌집햇사레밥집,음식점,음성군,충청북도 음성군 맹동면 덕금로 414-2,043-878-6688,음식값의 3%할인
1588,별밤지기 ,노래방,음성군,충청북도 음성군 대소면 오태로 137-13,043-881-5445,이용료 3% 할인
1589,보내미용실,이용업,음성군,충청북도 음성군 원남면 보천로 74,043-872-6936,인당 1000원 할인
1590,보디가드,의류판매점,음성군,충청북도 음성군 금왕읍 무극로 307,043-877-8050,이용금액의 5%할인
1591,보리랑 팥이랑,한식,음성군,충청북도 음성군 감곡면 장감로126번길 19-1,,음식값 5%할인
1592,복숭아 꽃피는,일반음식점,음성군,충청북도 음성군  감곡면 가곡로 217,043-883-8989,음료수 1병 제공
1593,본도시락,음식점,음성군,충청북도 음성군 맹동면 대하1길 4,043-877-4282,만원 이상 결제시 식혜 제공(방문 결제시)
1594,본석갈비,음식업,음성군,충청북도 음성군 삼성면 대성로 597-2,043-877-8877,모든 석갈비 10% 할인
1595,부원정육점 생고기,음식 ,음성군,충청북도 음성군 감곡면 오향로 31 휴먼시아상가동,043-883-2395,음식값 5%할인
1596,블랙야크,의류,음성군,충청북도 음성군 금왕읍 무극로 233,043-883-7780,신규 가입시 정상 상품 20% 할인
1597,사랑어린이집,어린이집,음성군,충청북도 음성군 음성읍 오성길 5,043-873-3939,입학금 10% 할인
1598,산내들,일반음식점,음성군,충청북도 음성군 음성읍 읍내리 시장로 100번지,043-873-5544,이용금액의 5% 할인
1599,산막골 식당,음식점,음성군,충청북도 음성군 금왕읍 음성로 1208,043-883-1138,음료 제공
1600,산모퉁이하얀집,음식업,음성군,충청북도 음성군 원남면 충청대로 941 ,043-872-0421,음식값 5%할인
1601,산천식당,음식업,음성군,충청북도 음성군 소이면 대장로 46-1,043-873-3317,판매금액의 5%할인
1602,산촌,한식,음성군,충청북도 음성군 금왕읍 탑골2길 5,043-881-3103,판매액의 5% 할인
1603,산촌보리밥,일반음식점,음성군,충청북도 음성군 금왕읍 탑골2길,043-881-3103,이용금액의 10%할인
1604,산호회관,한식,음성군,충청북도 음성군 음성읍 중앙로 103,043-872-8788,이용금액의 3% 할인
1605,삼겹차돌집,음식점,음성군,충청북도 음성군 맹동면 덕금로 373,043-878-3711,음식값의 3%할인
1606,삼성 고려 페인트,페인트,음성군,충청북도 음성군 삼성면 덕정로 52번길 22-1,043-878-5669,1000원 할인
1607,삼성 온누리,휴대폰,음성군,충청북도 음성군 삼성면 덕정로 59,043-883-7010,휴대폰 구입시 10%할인
1608,삼성농약 백화점,농자재,음성군,충청북도 음성군 삼성면 대성로 608-1,043-883-7412,농자재 5%할인
1609,삼성멕켄치킨,음식업,음성군,충청북도 음성군 삼성면 대성로 614-2,043-878-4789,치킨 5%할인
1610,삼성안경백화점,안경점,음성군,충청북도 음성군 삼성면 덕정로 67,043-883-3097,안경값 10%할인
1611,삼성어린이집,어린이집,음성군,충청북도 음성군 삼성면 금일로 871,043-878-6401,둘째 영유아 입소시 가방 증정
1612,삼성영어 금왕교실,학원,음성군,충청북도 음성군 금왕읍 덕정로 1199 2층내 삼성영어학원,043-881-0579,다자녀카드결제시 3%할인
1613,삼원종합철물,잡화,음성군,충청북도 음성군 금왕읍 무극로 189-5,,이용 금액 3% 할인
1614,상진할인마트,마트,음성군,충청북도 음성군 생극면 음성로1626번길 3 ,043-878-4085,고객적립카드3%
1615,상하이,중식,음성군,충청북도 음성군 맹동면 대동로 23,043-878-0009,모든 메뉴 10% 할인
1616,새나드리,음식점,음성군,충청북도 음성군 금왕읍 응천서길 37,043-878-0650,음료수 제공
1617,새나라어린이집,어린이집,음성군,충청북도 음성군 금왕읍 용담길 3,043-877-0223,다자녀 입소료 10% 면제
1618,새미실어린이집,어린이집,음성군,충청북도 음성군 대소면 대성로 77번길 23,043-882-0016,두 자녀 입학시 10% 할인세 자녀 입학시 30% 할인
1619,새암어린이집,어린이집,음성군,충청북도 음성군 금왕읍 웅천서길27번길 43,043-883-9951,입학금 10%할인
1620,샛별레스토랑,일반음식점,음성군,충청북도 음성군 음성읍 중앙로 114,043-872-4346,음식값의 2% 할인
1621,생각어린이집,어린이집,음성군,충청북도 음성군 맹동면 용금로 409번길 5,043-881-5522,특별활동 5% 할인
1622,생골감자탕,음식업,음성군,충청북도 음성군 생극면 음성로1626번길 4,043-878-0409,음식값 10%할인
1623,생극농약상사,농약비료,음성군,충청북도 음성군 생극면 음성로 1645,043-881-3385,농자재 3~5%할인
